rho,type,feature_a,family_a,source_a,desc_a,feature_b,family_b,source_b,desc_b
0.9284925938926887,F1内部,announcement_semantic_095,F1,w180_L1_B_cnt,近180天 一级主题B 证据数,announcement_semantic_129,F1,th_B05_cnt,主题 B05 近180天证据条数
0.9273859400365749,F1内部,announcement_semantic_082,F1,w180_n_rows,近180天 主题命中数,announcement_semantic_101,F1,w180_L1_E_cnt,近180天 一级主题E 证据数
0.925572559166182,F1内部,announcement_semantic_166,F1,th_F01_max,主题 F01 近180天最高风险分,announcement_semantic_167,F1,th_F01_cnt,主题 F01 近180天证据条数
0.9252821038496684,F1内部,announcement_semantic_035,F1,w60_score_sum,近60天 风险分总和,announcement_semantic_045,F1,w60_L1_D_cnt,近60天 一级主题D 证据数
0.9250160175266146,F1内部,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数,announcement_semantic_060,F1,w90_score_mean,近90天 风险分均值
0.9235751312359747,F1内部,announcement_semantic_092,F1,w180_L1_A_max,近180天 一级主题A 最高分,announcement_semantic_112,F1,th_A03_max,主题 A03 近180天最高风险分
0.9225926303869187,F1内部,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和,announcement_semantic_129,F1,th_B05_cnt,主题 B05 近180天证据条数
0.9219773419050908,F1内部,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值,announcement_semantic_069,F1,w90_L1_C_max,近90天 一级主题C 最高分
0.9217047207873125,F4↔F4,sent_read_count_30d,F4,,,sent_post_daily_peak_30d,F4,,
0.9216783138431484,F1内部,announcement_semantic_057,F1,w90_n_themes,近90天 覆盖主题数,announcement_semantic_072,F1,w90_L1_D_cnt,近90天 一级主题D 证据数
0.9215899887392857,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_131,F1,th_C01_cnt,主题 C01 近180天证据条数
0.9210623313813423,F1内部,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数,announcement_semantic_070,F1,w90_L1_C_cnt,近90天 一级主题C 证据数
0.9209315119175251,F4↔F4,sent_post_count_5d,F4,,,sent_comment_count_30d,F4,,
0.920609738052113,F1内部,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数,announcement_semantic_153,F1,th_D06_cnt,主题 D06 近180天证据条数
0.9203742378383465,F1内部,announcement_semantic_055,F1,w90_n_rows,近90天 主题命中数,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和
0.9194473398538072,F1内部,announcement_semantic_040,F1,w60_L1_B_max,近60天 一级主题B 最高分,announcement_semantic_042,F1,w60_L1_C_max,近60天 一级主题C 最高分
0.9189003489653683,F1内部,announcement_semantic_097,F1,w180_L1_C_cnt,近180天 一级主题C 证据数,announcement_semantic_129,F1,th_B05_cnt,主题 B05 近180天证据条数
0.9187669980739372,F1内部,announcement_semantic_057,F1,w90_n_themes,近90天 覆盖主题数,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和
0.9182082073638259,F1内部,announcement_semantic_122,F1,th_B02_max,主题 B02 近180天最高风险分,announcement_semantic_123,F1,th_B02_cnt,主题 B02 近180天证据条数
0.9180171492921538,F1内部,announcement_semantic_081,F1,w180_n_ann,近180天 公告数,announcement_semantic_101,F1,w180_L1_E_cnt,近180天 一级主题E 证据数
0.9174681171166992,F1内部,announcement_semantic_041,F1,w60_L1_B_cnt,近60天 一级主题B 证据数,announcement_semantic_043,F1,w60_L1_C_cnt,近60天 一级主题C 证据数
0.9171752402245293,F1内部,announcement_semantic_092,F1,w180_L1_A_max,近180天 一级主题A 最高分,announcement_semantic_108,F1,th_A01_max,主题 A01 近180天最高风险分
0.917022589544684,F1内部,announcement_semantic_030,F1,w60_n_themes,近60天 覆盖主题数,announcement_semantic_031,F1,w60_rule_hits,近60天 规则命中数
0.9167935277583203,F1内部,announcement_semantic_028,F1,w60_n_rows,近60天 主题命中数,announcement_semantic_031,F1,w60_rule_hits,近60天 规则命中数
0.9166894738161482,F1内部,announcement_semantic_040,F1,w60_L1_B_max,近60天 一级主题B 最高分,announcement_semantic_043,F1,w60_L1_C_cnt,近60天 一级主题C 证据数
0.9166853246733258,F1内部,announcement_semantic_034,F1,w60_score_max,近60天 风险分最大值,announcement_semantic_045,F1,w60_L1_D_cnt,近60天 一级主题D 证据数
0.9166704208331701,F4↔F4,sent_post_count_5d,F4,,,sent_post_daily_peak_30d,F4,,
0.9163114432052792,F1内部,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数,announcement_semantic_157,F1,th_E03_cnt,主题 E03 近180天证据条数
0.9162960941685465,F1内部,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和,announcement_semantic_131,F1,th_C01_cnt,主题 C01 近180天证据条数
0.9162700283535006,F1内部,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和,announcement_semantic_070,F1,w90_L1_C_cnt,近90天 一级主题C 证据数
0.9141175665804495,F1内部,announcement_semantic_041,F1,w60_L1_B_cnt,近60天 一级主题B 证据数,announcement_semantic_042,F1,w60_L1_C_max,近60天 一级主题C 最高分
0.914074320093524,F1内部,announcement_semantic_031,F1,w60_rule_hits,近60天 规则命中数,announcement_semantic_044,F1,w60_L1_D_max,近60天 一级主题D 最高分
0.9139990414449435,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_095,F1,w180_L1_B_cnt,近180天 一级主题B 证据数
0.9138080215921202,F1内部,announcement_semantic_081,F1,w180_n_ann,近180天 公告数,announcement_semantic_084,F1,w180_n_themes,近180天 覆盖主题数
0.9133584243796203,F1内部,announcement_semantic_027,F1,w60_n_ann,近60天 公告数,announcement_semantic_044,F1,w60_L1_D_max,近60天 一级主题D 最高分
0.9124447821599064,F1内部,announcement_semantic_102,F1,w180_L1_F_max,近180天 一级主题F 最高分,announcement_semantic_103,F1,w180_L1_F_cnt,近180天 一级主题F 证据数
0.9117376797326443,F1内部,announcement_semantic_095,F1,w180_L1_B_cnt,近180天 一级主题B 证据数,announcement_semantic_097,F1,w180_L1_C_cnt,近180天 一级主题C 证据数
0.9109626251555129,F1内部,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数,announcement_semantic_069,F1,w90_L1_C_max,近90天 一级主题C 最高分
0.9092934159568289,F1内部,announcement_semantic_055,F1,w90_n_rows,近90天 主题命中数,announcement_semantic_074,F1,w90_L1_E_cnt,近90天 一级主题E 证据数
0.9092535852321991,F1内部,announcement_semantic_088,F1,w180_score_max,近180天 风险分最大值,announcement_semantic_130,F1,th_C01_max,主题 C01 近180天最高风险分
0.9091021206307579,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_129,F1,th_B05_cnt,主题 B05 近180天证据条数
0.9080005564199356,F1内部,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数,announcement_semantic_149,F1,th_D04_cnt,主题 D04 近180天证据条数
0.9070575256551133,F1内部,announcement_semantic_082,F1,w180_n_rows,近180天 主题命中数,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和
0.9065541560211172,F1内部,announcement_semantic_037,F1,w60_sentneg_mean,近60天 负面情绪均值,announcement_semantic_045,F1,w60_L1_D_cnt,近60天 一级主题D 证据数
0.9054413898844133,F1内部,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和,announcement_semantic_068,F1,w90_L1_B_cnt,近90天 一级主题B 证据数
0.904897251421641,F1内部,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数,announcement_semantic_101,F1,w180_L1_E_cnt,近180天 一级主题E 证据数
0.9048417318229581,F1内部,announcement_semantic_029,F1,w60_n_high,近60天 高风险条数,announcement_semantic_042,F1,w60_L1_C_max,近60天 一级主题C 最高分
0.9047696423602867,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和
0.9043775016948932,F1内部,announcement_semantic_054,F1,w90_n_ann,近90天 公告数,announcement_semantic_074,F1,w90_L1_E_cnt,近90天 一级主题E 证据数
0.9037942135584964,F1内部,announcement_semantic_054,F1,w90_n_ann,近90天 公告数,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和
0.9033506889032802,F1内部,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数,announcement_semantic_017,F1,w30_L1_D_max,近30天 一级主题D 最高分
0.9030601050049457,F2↔F2,f2_roe_industry_rank,F2,,,f2_z_roe,F2,,
0.9029183409560274,F1内部,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数,announcement_semantic_067,F1,w90_L1_B_max,近90天 一级主题B 最高分
0.901845145630948,F6↔F6,f6_first_inquiry_interval_days,F6,,,f6_last_inquiry_interval_days,F6,,
0.9017858062238752,F1内部,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数,announcement_semantic_068,F1,w90_L1_B_cnt,近90天 一级主题B 证据数
0.9017826189404952,F1内部,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和,announcement_semantic_069,F1,w90_L1_C_max,近90天 一级主题C 最高分
0.9005109597250281,F1内部,announcement_semantic_037,F1,w60_sentneg_mean,近60天 负面情绪均值,announcement_semantic_044,F1,w60_L1_D_max,近60天 一级主题D 最高分
0.9002135032257442,F1内部,announcement_semantic_067,F1,w90_L1_B_max,近90天 一级主题B 最高分,announcement_semantic_069,F1,w90_L1_C_max,近90天 一级主题C 最高分
0.8994063105753218,F1内部,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数,announcement_semantic_008,F1,w30_score_sum,近30天 风险分总和
0.8988953174618717,F1内部,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和,announcement_semantic_067,F1,w90_L1_B_max,近90天 一级主题B 最高分
0.8975371582128955,F1内部,announcement_semantic_003,F1,w30_n_themes,近30天 覆盖主题数,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.8969868792008052,F1内部,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数,announcement_semantic_007,F1,w30_score_max,近30天 风险分最大值
0.896439588681773,F1内部,announcement_semantic_003,F1,w30_n_themes,近30天 覆盖主题数,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8961089553926525,F1内部,announcement_semantic_081,F1,w180_n_ann,近180天 公告数,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和
0.8958457206099106,F1内部,announcement_semantic_068,F1,w90_L1_B_cnt,近90天 一级主题B 证据数,announcement_semantic_070,F1,w90_L1_C_cnt,近90天 一级主题C 证据数
0.8955747330312404,F1内部,announcement_semantic_136,F1,th_C04_max,主题 C04 近180天最高风险分,announcement_semantic_137,F1,th_C04_cnt,主题 C04 近180天证据条数
0.8953153937820754,F1内部,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数,announcement_semantic_006,F1,w30_score_mean,近30天 风险分均值
0.8951005017977437,F1内部,announcement_semantic_001,F1,w30_n_rows,近30天 主题命中数,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数
0.8942609626565126,F1内部,announcement_semantic_095,F1,w180_L1_B_cnt,近180天 一级主题B 证据数,announcement_semantic_131,F1,th_C01_cnt,主题 C01 近180天证据条数
0.8942192275630888,F1内部,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数,announcement_semantic_018,F1,w30_L1_D_cnt,近30天 一级主题D 证据数
0.8941714936126681,F1内部,announcement_semantic_003,F1,w30_n_themes,近30天 覆盖主题数,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数
0.8941614311832772,F1内部,announcement_semantic_072,F1,w90_L1_D_cnt,近90天 一级主题D 证据数,announcement_semantic_074,F1,w90_L1_E_cnt,近90天 一级主题E 证据数
0.8931082518325961,F1内部,announcement_semantic_001,F1,w30_n_rows,近30天 主题命中数,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.8928973593128265,F1内部,announcement_semantic_000,F1,w30_n_ann,近30天 公告数,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.8928941094893951,F1内部,announcement_semantic_129,F1,th_B05_cnt,主题 B05 近180天证据条数,announcement_semantic_131,F1,th_C01_cnt,主题 C01 近180天证据条数
0.8926678662389906,F1内部,announcement_semantic_067,F1,w90_L1_B_max,近90天 一级主题B 最高分,announcement_semantic_070,F1,w90_L1_C_cnt,近90天 一级主题C 证据数
0.8925969942520043,F1内部,announcement_semantic_029,F1,w60_n_high,近60天 高风险条数,announcement_semantic_043,F1,w60_L1_C_cnt,近60天 一级主题C 证据数
0.8925614360817388,F1内部,announcement_semantic_033,F1,w60_score_mean,近60天 风险分均值,announcement_semantic_045,F1,w60_L1_D_cnt,近60天 一级主题D 证据数
0.8924652758314627,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_131,F1,th_C01_cnt,主题 C01 近180天证据条数
0.8919000215989239,F1内部,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值,announcement_semantic_067,F1,w90_L1_B_max,近90天 一级主题B 最高分
0.8915518580108397,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数
0.8914267752085422,F1内部,announcement_semantic_060,F1,w90_score_mean,近90天 风险分均值,announcement_semantic_069,F1,w90_L1_C_max,近90天 一级主题C 最高分
0.8905489518825379,F1内部,announcement_semantic_102,F1,w180_L1_F_max,近180天 一级主题F 最高分,announcement_semantic_167,F1,th_F01_cnt,主题 F01 近180天证据条数
0.8904698631161795,F4↔F4,sent_post_count_5d,F4,,,sent_read_count_30d,F4,,
0.8904417272470615,F1内部,announcement_semantic_001,F1,w30_n_rows,近30天 主题命中数,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8902287385284066,F4↔F4,sent_negative_ratio_30d,F4,,,sent_negative_peak_30d,F4,,
0.8899408439300696,F1内部,announcement_semantic_060,F1,w90_score_mean,近90天 风险分均值,announcement_semantic_067,F1,w90_L1_B_max,近90天 一级主题B 最高分
0.8888592993535168,F2↔F3,f2_pb,F2,,,mkt_pb_ratio,F3,,
0.8880169816221788,F1内部,announcement_semantic_000,F1,w30_n_ann,近30天 公告数,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8879339790450402,F1内部,announcement_semantic_057,F1,w90_n_themes,近90天 覆盖主题数,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数
0.8878793835560752,F1内部,announcement_semantic_060,F1,w90_score_mean,近90天 风险分均值,announcement_semantic_070,F1,w90_L1_C_cnt,近90天 一级主题C 证据数
0.88745079555236,F1内部,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值,announcement_semantic_070,F1,w90_L1_C_cnt,近90天 一级主题C 证据数
0.8865077021443809,F1内部,announcement_semantic_057,F1,w90_n_themes,近90天 覆盖主题数,announcement_semantic_074,F1,w90_L1_E_cnt,近90天 一级主题E 证据数
0.886441404587819,F1内部,announcement_semantic_027,F1,w60_n_ann,近60天 公告数,announcement_semantic_031,F1,w60_rule_hits,近60天 规则命中数
0.8861505780931603,F1内部,announcement_semantic_088,F1,w180_score_max,近180天 风险分最大值,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和
0.885940017982957,F1内部,announcement_semantic_057,F1,w90_n_themes,近90天 覆盖主题数,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值
0.8856944930978178,F1内部,announcement_semantic_103,F1,w180_L1_F_cnt,近180天 一级主题F 证据数,announcement_semantic_166,F1,th_F01_max,主题 F01 近180天最高风险分
0.8849289014601158,F1内部,announcement_semantic_010,F1,w30_sentneg_mean,近30天 负面情绪均值,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.8847455079744679,F1内部,announcement_semantic_082,F1,w180_n_rows,近180天 主题命中数,announcement_semantic_153,F1,th_D06_cnt,主题 D06 近180天证据条数
0.8847370907915932,F1内部,announcement_semantic_084,F1,w180_n_themes,近180天 覆盖主题数,announcement_semantic_101,F1,w180_L1_E_cnt,近180天 一级主题E 证据数
0.8837907036171304,F1内部,announcement_semantic_010,F1,w30_sentneg_mean,近30天 负面情绪均值,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8834220565918569,F1内部,announcement_semantic_062,F1,w90_score_sum,近90天 风险分总和,announcement_semantic_071,F1,w90_L1_D_max,近90天 一级主题D 最高分
0.8828169415961886,F1内部,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值,announcement_semantic_071,F1,w90_L1_D_max,近90天 一级主题D 最高分
0.8826923695661353,F1内部,announcement_semantic_055,F1,w90_n_rows,近90天 主题命中数,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数
0.8823658108397506,F1内部,announcement_semantic_084,F1,w180_n_themes,近180天 覆盖主题数,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数
0.8818058847099738,F1内部,announcement_semantic_082,F1,w180_n_rows,近180天 主题命中数,announcement_semantic_149,F1,th_D04_cnt,主题 D04 近180天证据条数
0.8806146405774712,F1内部,announcement_semantic_027,F1,w60_n_ann,近60天 公告数,announcement_semantic_047,F1,w60_L1_E_cnt,近60天 一级主题E 证据数
0.880612325425091,F1内部,announcement_semantic_081,F1,w180_n_ann,近180天 公告数,announcement_semantic_153,F1,th_D06_cnt,主题 D06 近180天证据条数
0.8799956021475553,F1内部,announcement_semantic_029,F1,w60_n_high,近60天 高风险条数,announcement_semantic_040,F1,w60_L1_B_max,近60天 一级主题B 最高分
0.879324340746961,F1内部,announcement_semantic_031,F1,w60_rule_hits,近60天 规则命中数,announcement_semantic_045,F1,w60_L1_D_cnt,近60天 一级主题D 证据数
0.8790931924957973,F1内部,announcement_semantic_058,F1,w90_rule_hits,近90天 规则命中数,announcement_semantic_063,F1,w90_rerank_max,近90天 精排分最大值
0.8790480442466936,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_088,F1,w180_score_max,近180天 风险分最大值
0.876413775740447,F1内部,announcement_semantic_109,F1,th_A01_cnt,主题 A01 近180天证据条数,announcement_semantic_113,F1,th_A03_cnt,主题 A03 近180天证据条数
0.8763439471593374,F1内部,announcement_semantic_000,F1,w30_n_ann,近30天 公告数,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数
0.8762933271794271,F1内部,announcement_semantic_104,F1,w180_L1_G_max,近180天 一级主题G 最高分,announcement_semantic_182,F1,th_G04_max,主题 G04 近180天最高风险分
0.8762091339531122,F1内部,announcement_semantic_131,F1,th_C01_cnt,主题 C01 近180天证据条数,announcement_semantic_137,F1,th_C04_cnt,主题 C04 近180天证据条数
0.8753575059471403,F1内部,announcement_semantic_065,F1,w90_L1_A_max,近90天 一级主题A 最高分,announcement_semantic_066,F1,w90_L1_A_cnt,近90天 一级主题A 证据数
0.8750280871033185,F1内部,announcement_semantic_084,F1,w180_n_themes,近180天 覆盖主题数,announcement_semantic_157,F1,th_E03_cnt,主题 E03 近180天证据条数
0.8749038603573696,F1内部,announcement_semantic_008,F1,w30_score_sum,近30天 风险分总和,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8746156104896995,F1内部,announcement_semantic_007,F1,w30_score_max,近30天 风险分最大值,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8739754303616083,F1内部,announcement_semantic_097,F1,w180_L1_C_cnt,近180天 一级主题C 证据数,announcement_semantic_137,F1,th_C04_cnt,主题 C04 近180天证据条数
0.8739678502757284,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_096,F1,w180_L1_C_max,近180天 一级主题C 最高分
0.8735068537757787,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_087,F1,w180_score_mean,近180天 风险分均值
0.8732029419764941,F1内部,announcement_semantic_013,F1,w30_L1_B_max,近30天 一级主题B 最高分,announcement_semantic_015,F1,w30_L1_C_max,近30天 一级主题C 最高分
0.8731852273608324,F1内部,announcement_semantic_068,F1,w90_L1_B_cnt,近90天 一级主题B 证据数,announcement_semantic_069,F1,w90_L1_C_max,近90天 一级主题C 最高分
0.8730792977251527,F1内部,announcement_semantic_008,F1,w30_score_sum,近30天 风险分总和,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.872708764483744,F1内部,announcement_semantic_013,F1,w30_L1_B_max,近30天 一级主题B 最高分,announcement_semantic_016,F1,w30_L1_C_cnt,近30天 一级主题C 证据数
0.8723103009054255,F1内部,announcement_semantic_014,F1,w30_L1_B_cnt,近30天 一级主题B 证据数,announcement_semantic_016,F1,w30_L1_C_cnt,近30天 一级主题C 证据数
0.8719490080913281,F1内部,announcement_semantic_007,F1,w30_score_max,近30天 风险分最大值,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.8716984056107616,F1内部,announcement_semantic_014,F1,w30_L1_B_cnt,近30天 一级主题B 证据数,announcement_semantic_015,F1,w30_L1_C_max,近30天 一级主题C 最高分
0.8708792721066299,F1内部,announcement_semantic_082,F1,w180_n_rows,近180天 主题命中数,announcement_semantic_093,F1,w180_L1_A_cnt,近180天 一级主题A 证据数
0.8705212337799273,F1内部,announcement_semantic_081,F1,w180_n_ann,近180天 公告数,announcement_semantic_093,F1,w180_L1_A_cnt,近180天 一级主题A 证据数
0.8704330936321066,F5↔F5,gov_top1_top10_ratio,F5,,,gov_top1_top2_gap,F5,,
0.8697881188362235,F1内部,announcement_semantic_028,F1,w60_n_rows,近60天 主题命中数,announcement_semantic_047,F1,w60_L1_E_cnt,近60天 一级主题E 证据数
0.8697171914741757,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_088,F1,w180_score_max,近180天 风险分最大值
0.8696744844738197,F4↔F4,sent_negative_news_count_30d,F4,,,sent_negative_peak_30d,F4,,
0.8686394932457449,F1内部,announcement_semantic_030,F1,w60_n_themes,近60天 覆盖主题数,announcement_semantic_047,F1,w60_L1_E_cnt,近60天 一级主题E 证据数
0.8684669880035841,F1内部,announcement_semantic_060,F1,w90_score_mean,近90天 风险分均值,announcement_semantic_071,F1,w90_L1_D_max,近90天 一级主题D 最高分
0.8683133481475968,F1内部,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值,announcement_semantic_068,F1,w90_L1_B_cnt,近90天 一级主题B 证据数
0.8681534067978923,F1内部,announcement_semantic_029,F1,w60_n_high,近60天 高风险条数,announcement_semantic_041,F1,w60_L1_B_cnt,近60天 一级主题B 证据数
0.8679320925836288,F1内部,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数,announcement_semantic_094,F1,w180_L1_B_max,近180天 一级主题B 最高分
0.8675332387779551,F1内部,announcement_semantic_153,F1,th_D06_cnt,主题 D06 近180天证据条数,announcement_semantic_157,F1,th_E03_cnt,主题 E03 近180天证据条数
0.8674692421096564,F1内部,announcement_semantic_006,F1,w30_score_mean,近30天 风险分均值,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8673888996396185,F1内部,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和,announcement_semantic_094,F1,w180_L1_B_max,近180天 一级主题B 最高分
0.8672431503410539,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_130,F1,th_C01_max,主题 C01 近180天最高风险分
0.866500840014614,F1内部,announcement_semantic_084,F1,w180_n_themes,近180天 覆盖主题数,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和
0.8664979566228993,F1内部,announcement_semantic_004,F1,w30_rule_hits,近30天 规则命中数,announcement_semantic_010,F1,w30_sentneg_mean,近30天 负面情绪均值
0.8661487623615787,F1内部,announcement_semantic_140,F1,th_C06_max,主题 C06 近180天最高风险分,announcement_semantic_141,F1,th_C06_cnt,主题 C06 近180天证据条数
0.8660246453328342,F2↔F2,f2_lvgi,F2,,,f2_p_dlever,F2,,
0.8657821426146841,F1内部,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和,announcement_semantic_096,F1,w180_L1_C_max,近180天 一级主题C 最高分
0.8657175668606345,F1内部,announcement_semantic_104,F1,w180_L1_G_max,近180天 一级主题G 最高分,announcement_semantic_183,F1,th_G04_cnt,主题 G04 近180天证据条数
0.8654187270698025,F1内部,announcement_semantic_018,F1,w30_L1_D_cnt,近30天 一级主题D 证据数,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.8649584137184559,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_097,F1,w180_L1_C_cnt,近180天 一级主题C 证据数
0.8646795810875009,F2↔F2,f2_accruals,F2,,,f2_neg_accruals_flag,F2,,
0.8646795810875009,F2↔F2,f2_accruals,F2,,,f2_p_accrual,F2,,
0.8644135033393949,F1内部,announcement_semantic_087,F1,w180_score_mean,近180天 风险分均值,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和
0.8643707905174177,F1内部,announcement_semantic_060,F1,w90_score_mean,近90天 风险分均值,announcement_semantic_068,F1,w90_L1_B_cnt,近90天 一级主题B 证据数
0.8639848559605636,F1内部,announcement_semantic_088,F1,w180_score_max,近180天 风险分最大值,announcement_semantic_094,F1,w180_L1_B_max,近180天 一级主题B 最高分
0.8638710246434459,F1内部,announcement_semantic_101,F1,w180_L1_E_cnt,近180天 一级主题E 证据数,announcement_semantic_153,F1,th_D06_cnt,主题 D06 近180天证据条数
0.8638462841753282,F1内部,announcement_semantic_087,F1,w180_score_mean,近180天 风险分均值,announcement_semantic_097,F1,w180_L1_C_cnt,近180天 一级主题C 证据数
0.8637151374489793,F1内部,announcement_semantic_030,F1,w60_n_themes,近60天 覆盖主题数,announcement_semantic_046,F1,w60_L1_E_max,近60天 一级主题E 最高分
0.8635480620039996,F1内部,announcement_semantic_055,F1,w90_n_rows,近90天 主题命中数,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值
0.8633099840407003,F1内部,announcement_semantic_006,F1,w30_score_mean,近30天 风险分均值,announcement_semantic_020,F1,w30_L1_E_cnt,近30天 一级主题E 证据数
0.8630334398781797,F1内部,announcement_semantic_089,F1,w180_score_sum,近180天 风险分总和,announcement_semantic_194,F1,days_since_high,距上次高风险公告天数
0.8626327908627505,F2↔F2,f2_accruals_to_revenue,F2,,,f2_neg_accruals_flag,F2,,
0.8626327908627505,F2↔F2,f2_accruals_to_revenue,F2,,,f2_p_accrual,F2,,
0.862615224296647,F1内部,announcement_semantic_099,F1,w180_L1_D_cnt,近180天 一级主题D 证据数,announcement_semantic_143,F1,th_D01_cnt,主题 D01 近180天证据条数
0.8621570230206315,F1内部,announcement_semantic_061,F1,w90_score_max,近90天 风险分最大值,announcement_semantic_194,F1,days_since_high,距上次高风险公告天数
0.8619097851157113,F1内部,announcement_semantic_018,F1,w30_L1_D_cnt,近30天 一级主题D 证据数,announcement_semantic_019,F1,w30_L1_E_max,近30天 一级主题E 最高分
0.8616722433175595,F2↔F2,f2_accruals,F2,,,f2_accruals_to_revenue,F2,,
0.8614502341734573,F1内部,announcement_semantic_083,F1,w180_n_high,近180天 高风险条数,announcement_semantic_096,F1,w180_L1_C_max,近180天 一级主题C 最高分
0.8601881712107999,F1内部,announcement_semantic_081,F1,w180_n_ann,近180天 公告数,announcement_semantic_149,F1,th_D04_cnt,主题 D04 近180天证据条数
0.8598954855688864,F1内部,announcement_semantic_130,F1,th_C01_max,主题 C01 近180天最高风险分,announcement_semantic_131,F1,th_C01_cnt,主题 C01 近180天证据条数
0.8598468110468983,F1内部,announcement_semantic_082,F1,w180_n_rows,近180天 主题命中数,announcement_semantic_085,F1,w180_rule_hits,近180天 规则命中数
0.8592508367107812,F4↔F4,sent_news_count_30d,F4,,,sent_news_title_count_30d,F4,,
